5eb45e01-2552-49db-b282-cf8fdc316421,10,0
a2f2f91d-9c4b-4497-8b82-8ca02bf77bae,10,0
b3d6eccd-5118-4cda-9d43-4d3a7692d729,10,0
b54573da-d3b2-45ea-8b40-ffd906790cf0,10,0
ca6b751a-9b42-4041-8d5b-f1bb069fd3e0,10,0
7b8e713c-cded-41a2-bb6d-cd8983934d3e,10,0
439eca0d-8d91-449a-8097-dd2e492cc255,10,0
19170919-435e-4ffd-841a-867911e0b6aa,10,0
a8ee8eab-77e7-49ae-a7e3-0752afc3c29f,10,0
9d7c82ab-2294-4733-adf3-247339557f2d,10,0
399aad16-c413-4db7-9c87-8b5bdca47b04,10,0
4a7c02a3-0fba-4c84-a68a-a445a74d40df,10,0
281b4f0d-9c98-4f87-bbd5-86b4ed52abcc,10,0
6ce597bf-2170-47ac-b0e1-963da9767bde,10,0
bd297a6d-e5f5-41b7-ba2c-b7c2a9f460c4,10,0
12877a58-f664-4fce-a6dd-e206be6e3cf7,10,0
1f92386c-a110-41ef-ae9c-14a2053d1867,10,0
6e5fd597-eb81-40fd-aaf1-717f80d0747b,10,0
e3d49206-93a2-4f8d-9c2f-07f8f3ff790f,10,0
101eeeb4-484e-433e-827e-df451559bbfd,10,0
7bd02e6b-5e84-46fd-867e-132a7a1d228e,10,0
8d524f0c-264f-4b24-bfe7-d75d75cf4abf,10,0
1a9df274-1e76-45df-99bc-ef1eb69e9fa5,10,0
031789fe-d258-4a80-babe-768a4299c23f,10,0
a7aff083-8a4c-472e-ba14-275457bbb727,10,0
44733f9c-5743-492c-aa7b-46c32e277927,10,0
3f8c2606-8111-4dc3-8079-cca66bb69a20,10,0
749fefcc-a196-4c76-b4de-1dcba2f5a693,10,0
a4fb8edc-96cf-43ec-b378-e1be6ad7c84d,10,0
4ab7887c-2278-4c1e-85a8-cdccc4132bdc,10,0
8d59e058-34b3-450c-b51a-d47e3137bd95,10,0
ac2566b9-51cc-43c4-98ae-cdf76d8e9148,10,0
72c4a69b-14ad-4d5e-852c-ee42821551cc,10,0
b2453769-d6c8-4a78-abcb-b2d41302c52e,10,0
1932764a-1204-40e1-8546-278c159bddd5,10,0
e2811b0d-b28f-4876-ad13-9574f1e3a524,10,0
3c15de8c-ee69-4023-ad50-f78619591cdc,10,0
8470a880-4ea8-4dff-a562-bb1b3ebc2e23,10,0
55701da2-4607-4009-8e17-9ee6b0d41e46,10,0
06fd94dc-abc8-45c7-a726-8d6d9a2c000a,10,0
eef126a5-52ee-4481-b81a-e278894b78bc,10,0
caa1c66b-a67e-418c-83a6-40720b1b0fcf,10,0
d806f45c-2cfb-4d5c-aa31-b97d75d55bab,10,0
748e3c07-4341-4b28-aef9-965c5269f473,10,0
3ebe4f3d-6e22-4bc9-81a1-949461fa0ac4,10,0
d31afe7a-cf75-4725-845d-cf402ec1e740,10,0
48136999-79e3-435c-8733-7c72c6073d86,10,0
f8a187f1-c543-42a2-a878-43832f9dd173,10,0
3928938f-0a74-441f-98ea-ccf062c75adf,10,0
3d83ac88-2ec0-4bd0-b623-7ac58aac4d5d,10,0
5412fe0c-2cdc-4745-b11c-c6b671910c9a,10,0
3e9514b7-c219-4640-a674-97e6a4362137,10,0
072be4d2-363a-423d-85c5-a68bf0f0378e,10,0
d9a3c14c-70f1-4126-b3c1-e832361373a9,10,0
05ee6247-2243-47d3-9d88-7197450d7aaf,10,0
0a5e0505-d67a-4095-99ef-7b5fce520495,10,0
87f3e82f-285c-41de-9302-c85428d780d9,10,0
0fe5367c-4349-4400-8901-bae920f2a3e5,10,0
bdc1becb-56ad-4cb9-9c02-786e744853c8,10,0
3c234cd6-b2fb-4869-ab74-3824d5cee93f,10,0
c91fdbef-08da-4584-b50d-e6d93f5cd11e,10,0
678c2aad-f76a-40f1-8bd8-f3c7511e8732,10,0
7861937a-9699-4de2-8605-19a49fddeae0,10,0
f9c69323-a919-4c45-a3b4-ccf8cea99aa3,10,0
c8dc4157-5d47-4a7a-81cb-6e83545ce9b0,10,0
cd568b08-f1bd-463a-bdef-fc8dfedd7c8f,10,0
4abe335a-28ca-450c-8692-77dada8949e2,10,0
e3f93312-cd9b-4718-935d-f596011d83e6,10,0
f5b278e0-5b86-495e-bdaa-74693ece2a89,10,0
f75ee537-bf69-495d-8599-6baaf9bcc1d4,10,0
59bc0b56-d6bc-41e5-9035-8e7a7cfad83f,10,0
